"id","id_raw","isbn","isbn_raw","book_title","book_title_raw","book_author","book_author_raw","year_of_publication","year_of_publication_raw","publisher","publisher_raw","image_url_s","image_url_s_raw","image_url_m","image_url_m_raw","image_url_l","image_url_l_raw","pais_raw","pais","cidades","cidades_raw","livros___cidades_id","livros___cidades___params","local_da_publicacao_raw","local_da_publicacao"
"12","12","080652121X","080652121X","Hitler's Secret Bankers: The Myth of Swiss Neutrality During the Holocaust","Hitler's Secret Bankers: The Myth of Swiss Neutrality During the Holocaust","Adam Lebor","Adam Lebor","2000","2000","Citadel Press","Citadel Press","http://images.amazon.com/images/P/080652121X.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/080652121X.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/080652121X.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/080652121X.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/080652121X.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/080652121X.01.LZZZZZZZ.jpg","","","","[]","",""
"13","13","0887841740","0887841740","The Middle Stories","The Middle Stories","Sheila Heti","Sheila Heti","2004","2004","House of Anansi Press","House of Anansi Press","http://images.amazon.com/images/P/0887841740.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0887841740.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0887841740.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0887841740.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0887841740.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0887841740.01.LZZZZZZZ.jpg","","","","[]","",""
"14","14","1552041778","1552041778","Jane Doe","Jane Doe","R. J. Kaiser","R. J. Kaiser","1999","1999","Mira Books","Mira Books","http://images.amazon.com/images/P/1552041778.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1552041778.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1552041778.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1552041778.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1552041778.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/1552041778.01.LZZZZZZZ.jpg","","","","[]","",""
"15","15","1558746218","1558746218","A Second Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series)","A Second Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series)","Jack Canfield","Jack Canfield","1998","1998","Health Communications","Health Communications","http://images.amazon.com/images/P/1558746218.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1558746218.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1558746218.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1558746218.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1558746218.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/1558746218.01.LZZZZZZZ.jpg","","","","[]","",""
"16","16","1567407781","1567407781","The Witchfinder (Amos Walker Mystery Series)","The Witchfinder (Amos Walker Mystery Series)","Loren D. Estleman","Loren D. Estleman","1998","1998","Brilliance Audio - Trade","Brilliance Audio - Trade","http://images.amazon.com/images/P/1567407781.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1567407781.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1567407781.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1567407781.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1567407781.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/1567407781.01.LZZZZZZZ.jpg","","","","[]","",""
"17","17","1575663937","1575663937","More Cunning Than Man: A Social History of Rats and Man","More Cunning Than Man: A Social History of Rats and Man","Robert Hendrickson","Robert Hendrickson","1999","1999","Kensington Publishing Corp.","Kensington Publishing Corp.","http://images.amazon.com/images/P/1575663937.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1575663937.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1575663937.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1575663937.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1575663937.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/1575663937.01.LZZZZZZZ.jpg","","","","[]","",""
"18","18","1881320189","1881320189","Goodbye to the Buttermilk Sky","Goodbye to the Buttermilk Sky","Julia Oliver","Julia Oliver","1994","1994","River City Pub","River City Pub","http://images.amazon.com/images/P/1881320189.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1881320189.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1881320189.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1881320189.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1881320189.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/1881320189.01.LZZZZZZZ.jpg","","","","[]","",""
"19","19","0440234743","0440234743","The Testament","The Testament","John Grisham","John Grisham","1999","1999","Dell","Dell","http://images.amazon.com/images/P/0440234743.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0440234743.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0440234743.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0440234743.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0440234743.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0440234743.01.LZZZZZZZ.jpg","","","","[]","",""
"20","20","0452264464","0452264464","Beloved (Plume Contemporary Fiction)","Beloved (Plume Contemporary Fiction)","Toni Morrison","Toni Morrison","1994","1994","Plume","Plume","http://images.amazon.com/images/P/0452264464.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0452264464.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0452264464.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0452264464.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0452264464.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0452264464.01.LZZZZZZZ.jpg","","","","[]","",""
"21","21","0609804618","0609804618","Our Dumb Century: The Onion Presents 100 Years of Headlines from America's Finest News Source","Our Dumb Century: The Onion Presents 100 Years of Headlines from America's Finest News Source","The Onion","The Onion","1999","1999","Three Rivers Press","Three Rivers Press","http://images.amazon.com/images/P/0609804618.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0609804618.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0609804618.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0609804618.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0609804618.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0609804618.01.LZZZZZZZ.jpg","","","","[]","",""
"22","22","1841721522","1841721522","New Vegetarian: Bold and Beautiful Recipes for Every Occasion","New Vegetarian: Bold and Beautiful Recipes for Every Occasion","Celia Brooks Brown","Celia Brooks Brown","2001","2001","Ryland Peters &amp","Ryland Peters &amp","Small Ltd","Small Ltd","http://images.amazon.com/images/P/1841721522.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1841721522.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1841721522.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1841721522.01.MZZZZZZZ.jpg","","","","[]","",""
"23","23","1879384493","1879384493","If I'd Known Then What I Know Now: Why Not Learn from the Mistakes of Others? : You Can't Afford to Make Them All Yourself","If I'd Known Then What I Know Now: Why Not Learn from the Mistakes of Others? : You Can't Afford to Make Them All Yourself","J. R. Parrish","J. R. Parrish","2003","2003","Cypress House","Cypress House","http://images.amazon.com/images/P/1879384493.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1879384493.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1879384493.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1879384493.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1879384493.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/1879384493.01.LZZZZZZZ.jpg","","","","[]","",""
"24","24","0061076031","0061076031","Mary-Kate &amp","Mary-Kate &amp","Ashley Switching Goals (Mary-Kate and Ashley Starring in)","Ashley Switching Goals (Mary-Kate and Ashley Starring in)","Mary-Kate &amp","Mary-Kate &amp","Ashley Olsen","Ashley Olsen","2000","2000","HarperEntertainment","HarperEntertainment","http://images.amazon.com/images/P/0061076031.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0061076031.01.THUMBZZZ.jpg","","","","[]","",""
"25","25","0439095026","0439095026","Tell Me This Isn't Happening","Tell Me This Isn't Happening","Robynn Clairday","Robynn Clairday","1999","1999","Scholastic","Scholastic","http://images.amazon.com/images/P/0439095026.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0439095026.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0439095026.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0439095026.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0439095026.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0439095026.01.LZZZZZZZ.jpg","","","","[]","",""
"26","26","0689821166","0689821166","Flood : Mississippi 1927","Flood : Mississippi 1927","Kathleen Duey","Kathleen Duey","1998","1998","Aladdin","Aladdin","http://images.amazon.com/images/P/0689821166.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0689821166.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0689821166.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0689821166.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0689821166.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0689821166.01.LZZZZZZZ.jpg","","","","[]","",""
"27","27","0971880107","0971880107","Wild Animus","Wild Animus","Rich Shapero","Rich Shapero","2004","2004","Too Far","Too Far","http://images.amazon.com/images/P/0971880107.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0971880107.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0971880107.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0971880107.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0971880107.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0971880107.01.LZZZZZZZ.jpg","","","","[]","",""
"28","28","0345402871","0345402871","Airframe","Airframe","Michael Crichton","Michael Crichton","1997","1997","Ballantine Books","Ballantine Books","http://images.amazon.com/images/P/0345402871.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0345402871.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0345402871.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0345402871.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0345402871.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0345402871.01.LZZZZZZZ.jpg","","","","[]","",""
"29","29","0345417623","0345417623","Timeline","Timeline","MICHAEL CRICHTON","MICHAEL CRICHTON","2000","2000","Ballantine Books","Ballantine Books","http://images.amazon.com/images/P/0345417623.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0345417623.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0345417623.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0345417623.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0345417623.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0345417623.01.LZZZZZZZ.jpg","","","","[]","",""
"30","30","0684823802","0684823802","OUT OF THE SILENT PLANET","OUT OF THE SILENT PLANET","C.S. Lewis","C.S. Lewis","1996","1996","Scribner","Scribner","http://images.amazon.com/images/P/0684823802.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0684823802.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0684823802.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0684823802.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0684823802.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0684823802.01.LZZZZZZZ.jpg","","","","[]","",""
"31","31","0375759778","0375759778","Prague : A Novel","Prague : A Novel","ARTHUR PHILLIPS","ARTHUR PHILLIPS","2003","2003","Random House Trade Paperbacks","Random House Trade Paperbacks","http://images.amazon.com/images/P/0375759778.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0375759778.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0375759778.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0375759778.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0375759778.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0375759778.01.LZZZZZZZ.jpg","","","","[]","",""
"32","32","0425163091","0425163091","Chocolate Jesus","Chocolate Jesus","Stephan Jaramillo","Stephan Jaramillo","1998","1998","Berkley Publishing Group","Berkley Publishing Group","http://images.amazon.com/images/P/0425163091.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0425163091.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0425163091.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0425163091.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0425163091.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0425163091.01.LZZZZZZZ.jpg","","","","[]","",""
"33","33","3404921038","3404921038","Wie Barney es sieht.","Wie Barney es sieht.","Mordecai Richler","Mordecai Richler","2002","2002","L?¼bbe","L?¼bbe","http://images.amazon.com/images/P/3404921038.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/3404921038.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/3404921038.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/3404921038.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/3404921038.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/3404921038.01.LZZZZZZZ.jpg","","","","[]","",""
"34","34","3442353866","3442353866","Der Fluch der Kaiserin. Ein Richter- Di- Roman.","Der Fluch der Kaiserin. Ein Richter- Di- Roman.","Eleanor Cooney","Eleanor Cooney","2001","2001","Goldmann","Goldmann","http://images.amazon.com/images/P/3442353866.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/3442353866.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/3442353866.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/3442353866.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/3442353866.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/3442353866.01.LZZZZZZZ.jpg","","","","[]","",""
"35","35","3442410665","3442410665","Sturmzeit. Roman.","Sturmzeit. Roman.","Charlotte Link","Charlotte Link","1991","1991","Goldmann","Goldmann","http://images.amazon.com/images/P/3442410665.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/3442410665.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/3442410665.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/3442410665.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/3442410665.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/3442410665.01.LZZZZZZZ.jpg","","","","[]","",""
"36","36","3442446937","3442446937","Tage der Unschuld.","Tage der Unschuld.","Richard North Patterson","Richard North Patterson","2000","2000","Goldmann","Goldmann","http://images.amazon.com/images/P/3442446937.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/3442446937.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/3442446937.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/3442446937.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/3442446937.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/3442446937.01.LZZZZZZZ.jpg","","","","[]","",""
"37","37","0375406328","0375406328","Lying Awake","Lying Awake","Mark Salzman","Mark Salzman","2000","2000","Alfred A. Knopf","Alfred A. Knopf","http://images.amazon.com/images/P/0375406328.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0375406328.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0375406328.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0375406328.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0375406328.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0375406328.01.LZZZZZZZ.jpg","","","","[]","",""
"38","38","0446310786","0446310786","To Kill a Mockingbird","To Kill a Mockingbird","Harper Lee","Harper Lee","1988","1988","Little Brown &amp","Little Brown &amp","Company","Company","http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg","","","","[]","",""
"39","39","0449005615","0449005615","Seabiscuit: An American Legend","Seabiscuit: An American Legend","LAURA HILLENBRAND","LAURA HILLENBRAND","2002","2002","Ballantine Books","Ballantine Books","http://images.amazon.com/images/P/0449005615.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0449005615.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0449005615.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0449005615.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0449005615.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0449005615.01.LZZZZZZZ.jpg","","","","[]","",""
"40","40","0060168013","0060168013","Pigs in Heaven","Pigs in Heaven","Barbara Kingsolver","Barbara Kingsolver","1993","1993","Harpercollins","Harpercollins","http://images.amazon.com/images/P/0060168013.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0060168013.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0060168013.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0060168013.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0060168013.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0060168013.01.LZZZZZZZ.jpg","","","","[]","",""
"41","41","038078243X","038078243X","Miss Zukas and the Raven's Dance","Miss Zukas and the Raven's Dance","Jo Dereske","Jo Dereske","1996","1996","Avon","Avon","http://images.amazon.com/images/P/038078243X.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/038078243X.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/038078243X.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/038078243X.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/038078243X.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/038078243X.01.LZZZZZZZ.jpg","","","","[]","",""
"42","42","055321215X","055321215X","Pride and Prejudice","Pride and Prejudice","Jane Austen","Jane Austen","1983","1983","Bantam","Bantam","http://images.amazon.com/images/P/055321215X.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/055321215X.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/055321215X.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/055321215X.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/055321215X.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/055321215X.01.LZZZZZZZ.jpg","","","","[]","",""
"43","43","067176537X","067176537X","The Therapeutic Touch: How to Use Your Hands to Help or to Heal","The Therapeutic Touch: How to Use Your Hands to Help or to Heal","Dolores Krieger","Dolores Krieger","1979","1979","Fireside","Fireside","http://images.amazon.com/images/P/067176537X.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/067176537X.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/067176537X.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/067176537X.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/067176537X.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/067176537X.01.LZZZZZZZ.jpg","","","","[]","",""
"44","44","0061099686","0061099686","Downtown","Downtown","Anne Rivers Siddons","Anne Rivers Siddons","1995","1995","HarperTorch","HarperTorch","http://images.amazon.com/images/P/0061099686.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0061099686.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0061099686.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0061099686.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0061099686.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0061099686.01.LZZZZZZZ.jpg","","","","[]","",""
